adp_code,adp_name,financial_year,cidp_code,sector_name,programme_name,subprogramme_name,project_name,location_text,subcounty,ward,sublocation,village,activity_description,estimated_cost,funding_source,timeframe,performance_indicator,target,plan_status,implementing_agency,cross_cutting_issues,source_pdf_page,raw_text
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Protectio n of Persons with disabilitie s (PWDs),onalizat ion of the Macha kos Disabili ty Board,os Central,,,,,ng of the Disability Board cater for the needs of Persons with disabilitie s,0.0,,"G Q2,Q M 3,Q4",meetin gs held,,,tment of Gend er and Social Welfa re,ility mains treami ng,235,"Protectio onalizat os ng of the ,000 G Q2,Q meetin tment ility | n of ion of Central Disability M 3,Q4 gs held of mains | Persons the Board to Gend treami | with Macha cater for er and ng | disabilitie kos the needs Social | s (PWDs) Disabili of Welfa | ty Persons re | Board with | disabilitie | s"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Provisi,County wide,,,,,Support,5000000.0,,C Q3,No. of,"1,00",Ongoi,Depar,Impro,235,"Provisi All Support 5,000 C Q3 No. of 1,00 Ongoi Depar Impro"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,on of Assisti ve devices,Wards,,,,,Persons with disabilitie s with assistive devices,0.0,,G M,person s suppor ted,0,ng,tment of Gend er and Social Welfa re,"ved mobil ity, hearin g",235,"on of Wards Persons ,000 G person 0 ng tment ved | Assisti with M s of mobil | ve disabilitie suppor Gend ity, | devices s with ted er and hearin | assistive Social g | devices Welfa | re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Table,County wide,,,,,Empower,20000000.0,,"C Q1,",No. of,900,New,Depar,Impro,235,"Table All Empower 20,00 C Q1, No. of 900 New Depar Impro"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,bankin g Revolvi ng Fund,Wards,,,,,ment of Persons with disability groups,0.0,,"G Q2, M Q3, Q4",groups benefit ing,,,tment of Gend er and Social Welfa re,ved livelih ood,235,"bankin Wards ment of 0,000 G Q2, groups tment ved | g Persons M Q3, benefit of livelih | Revolvi with Q4 ing Gend ood | ng disability er and | Fund groups Social | Welfa | re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Internat,Athi,,,,,Mark the,2000000.0,,C Q3,No. of,500,Ongoi,Depar,Enlig,235,"Internat Athi Mark the 2,000 C Q3 No. of 500 Ongoi Depar Enlig"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,ional Day of Persons with disabili ties,River,,,,,Internatio nal Day of Persons with disabilitie s,0.0,,G M,partici pants invited,,ng,tment of Gend er and Social Welfa re,htene d comm unity,235,"ional River Internatio ,000 G partici ng tment htene | Day of nal Day M pants of d | Persons of invited Gend comm | with Persons er and unity | disabili with Social | ties disabilitie Welfa | s re | ons)"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Care and,Home,County wide,,,,,Assist,50000000.0,,"C Q1,Q",No. of,200,Ongoi,Depar,Impro,236,"Care and Home All Assist the 50,00 C Q1,Q No. of 200 Ongoi Depar Impro"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Protectio n of elderly persons,Visits/ Cash Transfe r upscali ng,Wards,,,,,National Governm ent in the elderly Cash Transfer upscaling,0.0,,"G 2, M Q3, Q4",elderly person s visited /identif ied,,ng,tment of Gend er and Social Welfa re,ved livelih ood,236,"Protectio Visits/ Wards National 0 G 2, elderly ng tment ved | n of Cash Governm M Q3, person of livelih | elderly Transfe ent in the Q4 s Gend ood | persons r elderly visited er and | upscali Cash /identif Social | ng Transfer ied Welfa | upscaling re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Internat,Kangun,,,,,Mark the,2000000.0,,C Q2,No. of,400,Ongoi,Depar,Enlig,236,"Internat Kangun Mark the 2,000 C Q2 No. of 400 Ongoi Depar Enlig"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,ional Day of Elderly persons,do Central,,,,,Internatio nal Day of elderly persons,0.0,,G M,partici pants invited,,ng,tment of Gend er and Social Welfa re,htene d comm unity,236,"ional do Internatio ,000 G partici ng tment htene | Day of Central nal Day M pants of d | Elderly of elderly invited Gend comm | persons persons er and unity | Social | Welfa | re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Establis,Mwala/,,,,,Constructi,40000000.0,,"C Q3,",Establi,,New,Depar,Impro,236,"Establis Mwala/ Constructi 40,00 C Q3, Establi New Depar Impro"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,h a Home for the elderly,Makuta no,,,,,on of a home for the elderly,0.0,,G Q4 M,shed home for the elderly,,,tment of Gend er and Social Welfa re,ved livelih ood,236,"h a Makuta on of a 0,000 G Q4 shed tment ved | Home no home for M home of livelih | for the the for the Gend ood | elderly elderly elderly er and | Social | Welfa | re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Child,Establis,Kinanie,,,,,Constructi,40000000.0,,"C Q2,Q",Establi,1,New,Depar,Impro,236,"Child Establis Kinanie Constructi 40,00 C Q2,Q Establi 1 New Depar Impro"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Care and Protectio n (Orphans and vulnerabl e,hment of a childre n rescue centre,/Mathat ani,,,,,on and equipping of a Children Rescue Centre,0.0,,"G 3,Q4 M",shed Childr en Rescue Centre,,,tment of Gend er and Social Welfa re,ved livelih ood,236,"Care and hment /Mathat on and 0,000 G 3,Q4 shed tment ved | Protectio of a ani equipping M Childr of livelih | n childre of a en Gend ood | (Orphans n Children Rescue er and | and rescue Rescue Centre Social | vulnerabl centre Centre Welfa | e re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",children),Provisi,County wide,,,,,Foodstuff,2000000.0,,"C Q2,Q",No. of,50,Ongoi,Depar,Impro,236,"children) Provisi All Foodstuff 2,000 C Q2,Q No. of 50 Ongoi Depar Impro"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,on of care subsidy to register ed childre ns homes and 4 Special instituti ons,Wards,,,,,s support for orphans and vulnerabl e children,0.0,,G 3 M,Institut ions suppor ted,,ng,tment of Gend er and Social Welfa re,ved nutriti on,236,"on of Wards s support ,000 G 3 Institut ng tment ved | care for M ions of nutriti | subsidy orphans suppor Gend on | to and ted er and | register vulnerabl Social | ed e children Welfa | childre re | ns | homes | and 4 | Special | instituti | ons | ons)"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Capacit,County wide,,,,,Awarenes,2000000.0,,"C Q1,Q",No. of,,Ongoi,Depar,Enlig,237,"Capacit All Awarenes 2,000 C Q1,Q No. of Ongoi Depar Enlig"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,"y buildin g for adolesc ents, teenage rs and youths",Wards,,,,,"s creation, sensitizati on and counsellin g on teenage pregnancy preventio n to adolescen t, teenagers and youths",0.0,,"G 2,Q3, M Q4","adoles cent, teenag ers and youths sensiti zed and suppor ted",,ng,tment of Gend er and Social Welfa re,htene d adoles cent and youth s,237,"y Wards s creation, ,000 G 2,Q3, adoles ng tment htene | buildin sensitizati M Q4 cent, of d | g for on and teenag Gend adoles | adolesc counsellin ers and er and cent | ents, g on youths Social and | teenage teenage sensiti Welfa youth | rs and pregnancy zed re s | youths preventio and | n to suppor | adolescen ted | t, | teenagers | and | youths"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Internat,Kalama,,,,,Mark the,2000000.0,,C Q4,No. of,1,Ongoi,Depar,Enlig,237,"Internat Kalama Mark the 2,000 C Q4 No. of 1 Ongoi Depar Enlig"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,ional Day of the African Child,,,,,,Internatio nal Day of the African Child,0.0,,G M,partici pants invited,,ng,tment of Gend er and Social Welfa re,htene d adoles cent and youth s,237,"ional Internatio ,000 G partici ng tment htene | Day of nal Day M pants of d | the of the invited Gend adoles | African African er and cent | Child Child Social and | Welfa youth | re s"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Preventio,GBV,County wide,,,,,Create,2000000.0,,"C Q1,",No. of,20,Ongoi,Depar,Increa,237,"Preventio GBV All Create 2,000 C Q1, No. of 20 Ongoi Depar Increa"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",n and Responses to Gender Based Violence (GBV),Sensitiz ation and awaren ess creatio n,Wards,,,,,awareness to the public GBV preventio n and responses,0.0,,"G Q2, M Q3, Q4",sensiti zation session s held,,ng,tment of Gend er and Social Welfa re,sed aware ness,237,"n and Sensitiz Wards awareness ,000 G Q2, sensiti ng tment sed | Responses ation to the M Q3, zation of aware | to Gender and public on Q4 session Gend ness | Based awaren GBV s held er and | Violence ess preventio Social | (GBV) creatio n and Welfa | n responses re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Operati,Mua,,,,,Funding,10000000.0,,"C Q1,",Operat,,New,Depar,Increa,237,"Operati Mua Funding 10,00 C Q1, Operat New Depar Increa"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,onalizat ion of the Macha kos GBV Rescue Centre,,,,,,of the daily running operations of the GBV Rescue centre,0.0,,"G Q2, M Q3, Q4",ional GBV Rescue Centre,,,tment of Gend er and Social Welfa re,sed aware ness,237,"onalizat of the 0,000 G Q2, ional tment sed | ion of daily M Q3, GBV of aware | the running Q4 Rescue Gend ness | Macha operations Centre er and | kos of the Social | GBV GBV Welfa | Rescue Rescue re | Centre centre"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Establis,Mua,,,,,Constructi,30000000.0,,"C Q3,",Establi,1,Ongoi,Depar,Impro,237,"Establis Mua Constructi 30,00 C Q3, Establi 1 Ongoi Depar Impro"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,h Phase II of the Macha kos GBV Rescue Centre,,,,,,"on and equipping of Phase II of Machakos GBV Rescue Centre (Administ ration block, Kitchen, Dinning Hall and workshop s",0.0,,G Q4 M,shed Phase II,,ng,tment of Gend er and Social Welfa re,ved securi ty for GBV surviv ors,237,"h Phase on and 0,000 G Q4 shed ng tment ved | II of equipping M Phase of securi | the of Phase II Gend ty for | Macha II of er and GBV | kos Machakos Social surviv | GBV GBV Welfa ors | Rescue re | ons) | Rescue Centre | Centre (Administ | ration | block, | Kitchen, | Dinning | Hall and | workshop | s"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",,Days Anti- GBV Activis m,of a Central,,,,,16 days anti-GBV Activism,0.0,,G M,partici pants invited,,ng,tment of Gend er and Social Welfa re,htene d comm unity on matter s GBV,238,"Days of a 16 days of ,000 G partici ng tment htene | Anti- Central anti-GBV M pants of d | GBV Activism invited Gend comm | Activis er and unity | m Social on | Welfa matter | re s | GBV"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Gender,Gender,County wide,,,,,Hold,500000000.0,,"C Q1,",No. of,9,Ongoi,Depar,Mains,238,"Gender Gender All Hold 500,0 C Q1, No. of 9 Ongoi Depar Mains"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Mainstrea ming,Mainstr eaming in Govern mentan d the public,Wards,,,,,Gender Mainstrea ming training sessions,0.0,,"G Q2, M Q3, Q4",people trained,,ng,tment of Gend er and Social Welfa re,tream ed work force and public,238,"Mainstrea Mainstr Wards Gender 00 G Q2, people ng tment tream | ming eaming Mainstrea M Q3, trained of ed | in ming Q4 Gend work | Govern training er and force | mentan sessions Social and | d the Welfa public | public re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Special,Emergi,County wide,,,,,Disaster,25000000.0,,"C Q1,",No. of,,Ongoi,Depar,Mitig,238,"Special Emergi All Disaster 25,00 C Q1, No. of Ongoi Depar Mitig"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Program mes,ng issues support for vulnera ble persons,Wards,,,,,mitigation for affected household s,0.0,,"G Q2, M Q3, Q4",househ olds suppor ted,,ng,tment of Gend er and Social Welfa re,ation agains t disast ers,238,"Program ng Wards mitigation 0,000 G Q2, househ ng tment ation | mes issues for M Q3, olds of agains | support affected Q4 suppor Gend t | for household ted er and disast | vulnera s Social ers | ble Welfa | persons re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",Repairs,Office,Mua,,,,,Office,3000000.0,,C Q2,Repair,,New,Depar,Disab,238,"Repairs Office Mua Office 3,000 C Q2 Repair New Depar Disab"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Education, Youth and Social Welfare","Education, Youth and Social Welfare ADP Projects",of Office,repairs,,,,,,repairs the Machakos Youth Centre,0.0,,G M,s done,,,tment of Gend er and Social Welfa re,ility mains treami ng for PWD s,238,"of Office repairs repairs at ,000 G s done tment ility | the M of mains | Machakos Gend treami | Youth er and ng for | Centre Social PWD | Welfa s | re"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Street lighting and Market Floodlights,Marke t Lightin g (Mulik a Mwizi),Market Lightin g (Mulik a Mwizi),All Wards,,,,,Installation of market floodlights,75000000.0,CGM,"Q1, Q2, Q3, Q4",No of Market s installe d with mulika mwizi,,66 Ongoin g,Department of Energ y,Securit y,244,"Marke Market All Installation 75 CG Q1, No of 66 Ongoin Depart Securit | t Lightin Wards of market M Q2, Market g ment y | Lightin g floodlights Q3, s of | g (Mulik Q4 installe Energ | (Mulik a d with y | a Mwizi) mulika | Mwizi) mwizi"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Street lighting and Market Floodlights,Street lightin g,Street lightin g,All Wards,,,,,Installation of street lights,60000000.0,CGM,"Q1, Q2, Q3, Q4",No. of Road KMs installe d with streetli ghts.,,15 Ongoin g,Department of Energ y,Road safety,244,"Street Street All Installation 60 CG Q1, No. of 15 Ongoin Depart Road | lightin lightin Wards of street M Q2, Road g ment safety | g g lights Q3, KMs of | Q4 installe Energ | d with y | streetli | ghts."
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County Rural electrification,Rural Electri ficatio n,Rural Electrif ication,All Wards,,,,,Increased connectivit y,80000000.0,CGM Transport,"Q1, Q2, Q3, Q4 Sub",No. HH Conne cted sector,,28 Ongoin 9 g,Department of Energ y,Access to electric ity,244,"Rural Rural All Increased 80 CG Q1, No. 28 Ongoin Depart Access | Electri Electrif Wards connectivit M Q2, HH 9 g ment to | ficatio ication y Q3, Conne of electric | n Q4 cted Energ ity | y | Roads and Transport Sub sector"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Road Network Development and Maintenance,Road Networ k Develo pment and Mainte nance,Roads tarmac ked,All Wards,,,,,Roads tarmacked,200000000.0,CGM,"Q1, Q2, Q3, Q4",Kilom eters of road tarmac ked,,1 Ongoin 0 g,Department of Roads & Transp ort,Improv ed accessi bility to social amenit ies,245,"Road Roads All Roads 200 CG Q1, 1 Ongoin Depart Improv | Networ tarmac Wards tarmacked M Q2, Kilom 0 g ment ed | k ked Q3, eters of accessi | Develo Q4 of road Roads bility | pment tarmac & to | and ked Transp social | Mainte ort amenit | nance ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Road Network Development and Maintenance,,Road networ k graded,All Wards,,,,,Roads network graded,15000000.0,CGM,"Q1, Q2, Q3, Q4",Kilom eters of road networ k graded,,"1, Ongoin 60 g 0",Department of Roads & Transp ort,Improv ed accessi bility to social amenit ies,245,"Road All Roads 15 CG Q1, 1, Ongoin Depart Improv | networ Wards network M Q2, Kilom 60 g ment ed | k graded Q3, eters 0 of accessi | graded Q4 of road Roads bility | networ & to | k Transp social | graded ort amenit | ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Road Network Development and Maintenance,,Road networ k gravele d,All Wards,,,,,Roads network graveled,120000000.0,CGM,"Q1, Q2, Q3, Q4",Kilom eters of road networ k gravel ed,,10 Ongoin 0.8 g,Department of Roads & Transp ort,Improv ed accessi bility to social amenit ies,245,"Road All Roads 120 CG Q1, Kilom 10 Ongoin Depart Improv | networ Wards network M Q2, eters 0.8 g ment ed | k graveled Q3, of road of accessi | gravele Q4 networ Roads bility | d k & to | gravel Transp social | ed ort amenit | ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Road Network Development and Maintenance,,Drifts constru cted,All Wards,,,,,Drifts constructed,45000000.0,CGM,"Q1, Q2, Q3, Q4",Meters of drifts constr ucted,,"1, Ongoin 40 g 0",Department of Roads & Transp ort,Improv ed accessi bility to social amenit ies,245,"Drifts All Drifts 45 CG Q1, Meters 1, Ongoin Depart Improv | constru Wards constructed M Q2, of 40 g ment ed | cted Q3, drifts 0 of accessi | Q4 constr Roads bility | ucted & to | Transp social | ort amenit | ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Road Network Development and Maintenance,,Culvert s installe d,All Wards,,,,,Culverts installed,50000000.0,CGM,"Q1, Q2, Q3, Q4",Meters of culvert s installe d,,"1, Ongoin 30 g 0",Department of Roads & Transp ort,Improv ed accessi bility to social amenit ies,245,"Culvert All Culverts 50 CG Q1, Meters 1, Ongoin Depart Improv | s Wards installed M Q2, of 30 g ment ed | installe Q3, culvert 0 of accessi | d Q4 s Roads bility | installe & to | d Transp social | ort amenit | ies"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Road Network Development and Maintenance,,Gabion s installe d,All Wards,,,,,Gabions installed,36000000.0,CGM Works,"Q1, Q2, Q3, Q4 Sub sector",No of gabion s installe d,,40 Ongoin 0 g,Department of Roads & Transp ort,Improv ed accessi bility to social amenit ies,245,"Gabion All Gabions 36 CG Q1, No of 40 Ongoin Depart Improv | s Wards installed M Q2, gabion 0 g ment ed | installe Q3, s of accessi | d Q4 installe Roads bility | d & to | Transp social | ort amenit | ies | ons) | Public Works Sub sector"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Road Network Development and Maintenance,Develo pment and Mainte nance of Buildin gs,Buildin gs Constr ucted,All Wards,,,,,Buildings Constructio n,300000000.0,CGM,"Q1, Q2, Q3, Q4",No. of Buildi ngs constr ucted,,6 Ongoin g,Department of Public Works,Improv ed workin g enviro nment and service deliver y,246,"Develo Buildin All Buildings 300 CG Q1, No. of 6 Ongoin Depart Improv | pment gs Wards Constructio M Q2, Buildi g ment ed | and Constr n Q3, ngs of workin | Mainte ucted Q4 constr Public g | nance ucted Works enviro | of nment | Buildin and | gs service | deliver | y"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",Road Network Development and Maintenance,,Mainta ined Buildin gs inspect ed,All Wards All Wards,,,,,Buildings Maintenanc e Buildings inspection,50000000.0,CGM 5 CGM Sub,"Q1, Q2, Q3, Q4 Q1, Q2, Q3, Q4 sector",No. of Buildi ngs Mainta ined No. of Buildi ngs inspect ed,,5 Ongoin g 10 Ongoin 0 g,Department of Public Works Department of Public Works,Improv ed workin g enviro nment and service deliver y Improv ed workin g enviro nment and service deliver y,246,"Mainta All Buildings 50 CG Q1, No. of 5 Ongoin Depart Improv | ined Wards Maintenanc M Q2, Buildi g ment ed | e Q3, ngs of workin | Q4 Mainta Public g | ined Works enviro | nment | and | service | deliver | y | Buildin All Buildings 5 CG Q1, No. of 10 Ongoin Depart Improv | gs Wards inspection M Q2, Buildi 0 g ment ed | inspect Q3, ngs of workin | ed Q4 inspect Public g | ed Works enviro | nment | and | service | deliver | y | ICT Sub sector"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,infrast ructur e & System s,tion of CCTV camera s,,,,,,and Configurati on of CCTV cameras,20000000.0,M,Q3,camera s installe d,,0,ment of ICT & Infrast ructur e,Privac y,246,infrast tion of and 20 M Q3 camera 0 ment Privac | ructur CCTV Configurati s of ICT y | e & camera on of installe & | System s CCTV d Infrast | s cameras ructur | e
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Provisi on of ICT Equip ment,County wide,,,,,Specificati ons and supply of ICT Equipment,60000000.0,CGM,"Q2, Q3",No. of Equip ments provid ed,,10 New 00,Department of ICT & Infrast ructur e,User Trainin g and Suppor t,246,"Provisi All Specificati 60 CG Q2, No. of 10 New Depart User | on of ons and M Q3 Equip 00 ment Trainin | ICT supply of ments of ICT g and | Equip ICT provid & Suppor | ment Equipment ed Infrast t | ructur | e | ons)"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Provisi on of Cloud Hostin g Service,County wide,,,,,Specificati ons and Acquisition of Cloud Hosting Service,4000000.0,CGM,"Q1, Q2, Q3, Q4",No. of Applic ations Hosted,,6 Ongoin g,Department of ICT & Infrast ructur e,Privac y and Data Protect ion,247,"Provisi All Specificati 4 CG Q1, No. of 6 Ongoin Depart Privac | on of ons and M Q2, Applic g ment y and | Cloud Acquisition Q3, ations of ICT Data | Hostin of Cloud Q4 Hosted & Protect | g Hosting Infrast ion | Service Service ructur | e"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Asset Manag ement System Deploy ment,County wide,,,,,"Requireme nts Developme nt, Acquisition , Installation and Training",25000000.0,CGM,"Q2, Q3",%. of Deplo yment,,10 New 0,Department of ICT & Infrast ructur e,Privac y and Data Protect ion,247,"Asset All Requireme 25 CG Q2, %. of 10 New Depart Privac | Manag nts M Q3 Deplo 0 ment y and | ement Developme yment of ICT Data | System nt, & Protect | Deploy Acquisition Infrast ion | ment , ructur | Installation e | and | Training"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Install Interne t links to hospita ls,County wide,,,,,Specificati ons and Acquisition of Internet Service,15000000.0,CGM,"Q1, Q2, Q3, Q4",No. of Interne t Links,,20 Ongoin 0 g,Department of ICT & Infrast ructur e,Privac y and Data Protect ion,247,"Install All Specificati 15 CG Q1, No. of 20 Ongoin Depart Privac | Interne ons and M Q2, Interne 0 g ment y and | t links Acquisition Q3, t Links of ICT Data | to of Internet Q4 & Protect | hospita Service Infrast ion | ls ructur | e"
